,region,location,activity,title,description,price,rating,review_count,duration,url,description_clean,general
102,Luzon,Oriental Mindoro,snorkeling,Puerto Galera Snorkeling Activities,"The Coral Garden is the most well-liked snorkeling location where you can see vibrant coral and a thriving reef ecosystem in shallow water. The location is especially excellent for novice divers. On several of the lovely neighboring islands, you may also rent a boat and go on a snorkeling day excursion.",2302.71,4.5,8,3,https://www.tripadvisor.com.ph/AttractionProductReview-g294254-d17825997-Puerto_Galera_Snorkeling_Activities-Puerto_Galera_Oriental_Mindoro_Province_Mindor.html,Coral Garden wellliked snorkeling location see vibrant coral thriving reef ecosystem shallow water location especially excellent novice divers several lovely neighboring islands may also rent boat go snorkeling day excursion,Water Activities
103,Luzon,Palawan,Day Trips,Shared Puerto Princesa Firefly Watching,,2066.68,4.5,8,3,https://www.tripadvisor.com.ph/AttractionProductReview-g294257-d15737534-Shared_Puerto_Princesa_Firefly_Watching-Puerto_Princesa_Palawan_Island_Palawan_Pro.html,,Tours
104,Luzon,Luzon,Day Trips,WHITE BEACH in a Remote ISLAND for a day | Fortune Island | Near Manila,,8635.14,4.5,8,11,https://www.tripadvisor.com.ph/AttractionProductReview-g294248-d19621449-WHITE_BEACH_in_a_Remote_ISLAND_for_a_day_Fortune_Island_Near_Manila-Luzon.html,,Tours
105,Visayas,Cebu,boat charters,Island Hopping |???ˇBantayan Island - Malapascua,"Enjoy the taste of the Central Visayas! A unique Island Hopping Tour to Malapascua Island including lunch (see options) and sea food tasting (if available) during the tour. From Bantayan Island we?ÅEEEEEEEE???ÅEEEEEEEEll go to Malapascua, a superb nice island with white sand beaches and great spots for diving and snorkeling. Of course you also can just relax or discover the Island Life. After we descend the boat on Malapascua we?ÅEEEEEEEE???ÅEEEEEEEEll enjoy lunch with delicious traditional food.",4956,4.5,8,6,https://www.tripadvisor.com.ph/AttractionProductReview-g1218897-d17644914-Island_Hopping_Bantayan_Island_Malapascua-Bantayan_Island_Cebu_Island_Visayas.html,Enjoy taste Central Visayas unique Island Hopping Tour Malapascua Island including lunch see options sea food tasting available tour Bantayan Island weÅEEEEEEEEÅEEEEEEEEll go Malapascua superb nice island white sand beaches great spots diving snorkeling course also relax discover Island Life descend boat Malapascua weÅEEEEEEEEÅEEEEEEEEll enjoy lunch delicious traditional food,Water Activities
106,Luzon,Luzon,Day Trips,BEEsita Sa Bukid - Guided Bee Farm Tour,"The trip going to the place is quite challenging since it is located somewhere near the foot of the mountain. However, it was all worth it. The tour guide was informative with regard to what's available in their farm; from bees to few animals to equipment to plants. The scenery is so calm and relaxed that you might want to stay for a night to go camping (not available though).  I would recommend future visitors to use insect repellant, face masks and wear shoes or any foot cover to avoid insect bites. After the tour, you will be provided delicious snacks and refreshments. You can also buy their products in their store. Hope they could expand more and perhaps have some available rooms for overnight stay. ?ÅEEEEEEEE?ÅEEEEEEEE?ÅEEEEEEEE?ÅEEEEEEEE?ÅEEEEEEEE?ÅEEEEEEEE?ÅEEEEEEEE?ÅEEEEEEEE?ÅEEEEEEEE?ÅEEEEEEEE?ÅEEEEEEEE?ÅEEEEEEEE?ÅEEEEEEEE?ÅEEEEEEEE?ÅEEEEEEEE?ÅEEEEEEEE",564.74,5,4,1,https://www.tripadvisor.com.ph/AttractionProductReview-g294248-d16822964-BEEsita_Sa_Bukid_Guided_Bee_Farm_Tour-Luzon.html,trip going place quite challenging since located somewhere near foot mountain However worth tour guide informative regard whats available farm bees animals equipment plants scenery calm relaxed might want stay night go camping available though would recommend future visitors use insect repellant face masks wear shoes foot cover avoid insect bites tour provided delicious snacks refreshments also buy products store Hope could expand perhaps available rooms overnight stay ÅEEEEEEEEÅEEEEEEEEÅEEEEEEEEÅEEEEEEEEÅEEEEEEEEÅEEEEEEEEÅEEEEEEEEÅEEEEEEEEÅEEEEEEEEÅEEEEEEEEÅEEEEEEEEÅEEEEEEEEÅEEEEEEEEÅEEEEEEEEÅEEEEEEEEÅEEEEEEEE,Tours
107,Visayas,Bohol,Day Trips,2023 Afforda-Bohol Countryside Tour,"For this tour/activity, the Bohol Countryside Tour:
?ÅEEEEEEEE???ÅEEEE You will have close encounter with the Tarsiers (some call it small monkeys). 
?ÅEEEEEEEE???ÅEEEE You will be have a filipino buffet lunch on a Floating Restaurant, eat your lunch while cruising along the Loboc River. 
?ÅEEEEEEEE???ÅEEEE You will also be able to see the world famous Chocolate Hills from the viewing deck.",4317.57,4.5,8,5,https://www.tripadvisor.com.ph/AttractionProductReview-g1066348-d25354429-2023_Afforda_Bohol_Countryside_Tour-Tagbilaran_City_Bohol_Island_Bohol_Province_V.html,touractivity Bohol Countryside Tour ÅEEEEEEEEÅEEEE close encounter Tarsiers call small monkeys ÅEEEEEEEEÅEEEE filipino buffet lunch Floating Restaurant eat lunch cruising along Loboc River ÅEEEEEEEEÅEEEE also able see world famous Chocolate Hills viewing deck,Tours
108,Luzon,Ilocos,Day Trips,Camotes Island Tour,"Our product is customer focused. we provide private tour complete package that includes port & accommodation pickup and drop off. 

Tours to 8 Camotes island, Philippines destination with a tour guide. Flexible on time spent on tour destination to make sure guest can spend more time on the destination the guest enjoys as long it doesn't exceed the total tour duration. ",9825.07,4.5,8,2,https://www.tripadvisor.com.ph/AttractionProductReview-g8838415-d17745336-Camotes_Island_Tour-Santiago_Ilocos_Sur_Province_Ilocos_Region_Luzon.html,product customer focused provide private tour complete package includes port accommodation pickup drop Tours 8 Camotes island Philippines destination tour guide Flexible time spent tour destination make sure guest spend time destination guest enjoys long doesnt exceed total tour duration,Tours
109,Visayas,Bohol,boat charters,Private Vehicle to Bohol Whale-shark Encounter,"Witness the Whaleshark Encounter.. be one of the group to see the whales...Snorkel alongside whale sharks on a full-day tour that provides an opportunity to swim nearby the world?ÅEEEEEEEE???ÅEEEEEEEEs largest extant fish.

Watching of whale sharks in Bohol is 99% guaranteed. Whale sharks can be seen in a small barangay Taug, Lila, Bohol. Which is 10 km away from the center town of Lila. Whale shark watching in Bohol started last November 2019 and it became popular all over the world when the news hit in the internet. By December 2019, local fishermen?ÅEEEEEEEE???ÅEEEEEEEEs interact with the whale sharks by feeding them that result to flocking of tourist to the beach. The presence of whale sharks in the waters off Lila have enticed tourists to visit Bohol to interact with the biggest species of fish in the world.

Get fascinated to watch friendly creatures of the sea as you enjoy watching and swimming nearby the whale sharks in Lila, Bohol! Come and enjoy the adventure of lifetime experience. ",7380.75,4.5,8,6,https://www.tripadvisor.com.ph/AttractionProductReview-g14069940-d19873807-Private_Vehicle_to_Bohol_Whale_shark_Encounter-Batuan_Bohol_Province_Visayas.html,Witness Whaleshark Encounter one group see whalesSnorkel alongside whale sharks fullday tour provides opportunity swim nearby worldÅEEEEEEEEÅEEEEEEEEs largest extant fish Watching whale sharks Bohol 99 guaranteed Whale sharks seen small barangay Taug Lila Bohol 10 km away center town Lila Whale shark watching Bohol started last November 2019 became popular world news hit internet December 2019 local fishermenÅEEEEEEEEÅEEEEEEEEs interact whale sharks feeding result flocking tourist beach presence whale sharks waters Lila enticed tourists visit Bohol interact biggest species fish world Get fascinated watch friendly creatures sea enjoy watching swimming nearby whale sharks Lila Bohol Come enjoy adventure lifetime experience,Water Activities
110,Visayas,Bohol,boat charters,Budgeted Bohol Whale Shark,"Witness the Whaleshark Encounter.. be one of the group to see the whales...Snorkel alongside whale sharks on a full-day tour that provides an opportunity to swim nearby the world?ÅEEEEEEEE???ÅEEEEEEEEs largest extant fish.

Watching of whale sharks in Bohol is 99% guaranteed. Whale sharks can be seen in a small barangay Taug, Lila, Bohol. Which is 10 km away from the center town of Lila. Whale shark watching in Bohol started last November 2019 and it became popular all over the world when the news hit in the internet. By December 2019, local fishermen?ÅEEEEEEEE???ÅEEEEEEEEs interact with the whale sharks by feeding them that result to flocking of tourist to the beach. The presence of whale sharks in the waters off Lila have enticed tourists to visit Bohol to interact with the biggest species of fish in the world.

Get fascinated to watch friendly creatures of the sea as you enjoy watching and swimming nearby the whale sharks in Lila, Bohol! Come and enjoy the adventure of lifetime experience. ",7426.22,4.5,8,6,https://www.tripadvisor.com.ph/AttractionProductReview-g14069940-d20003439-Budgeted_Bohol_Whale_Shark-Batuan_Bohol_Province_Visayas.html,Witness Whaleshark Encounter one group see whalesSnorkel alongside whale sharks fullday tour provides opportunity swim nearby worldÅEEEEEEEEÅEEEEEEEEs largest extant fish Watching whale sharks Bohol 99 guaranteed Whale sharks seen small barangay Taug Lila Bohol 10 km away center town Lila Whale shark watching Bohol started last November 2019 became popular world news hit internet December 2019 local fishermenÅEEEEEEEEÅEEEEEEEEs interact whale sharks feeding result flocking tourist beach presence whale sharks waters Lila enticed tourists visit Bohol interact biggest species fish world Get fascinated watch friendly creatures sea enjoy watching swimming nearby whale sharks Lila Bohol Come enjoy adventure lifetime experience,Water Activities
113,Luzon,Luzon,Day Trips,Manila Old and New: Sightseeing Tour Including Intramuros and Fort Santiago,"Our tour guide Malou was excellent and very knowledgeable about the history of the Philippines. Oswald navigated us around Manila with ease. Highly recommend the morning tour as we were able to see the sights before the bigger tour groups from the cruise ship came. Because we were the only ones who booked the tour, they did the private tour for us and we did not feel rushed at all. Clean, air conditioned shuttle.",3166.22,4.5,49,4,https://www.tripadvisor.com.ph/AttractionProductReview-g294248-d11452550-Manila_Old_and_New_Sightseeing_Tour_Including_Intramuros_and_Fort_Santiago-Luzon.html,tour guide Malou excellent knowledgeable history Philippines Oswald navigated us around Manila ease Highly recommend morning tour able see sights bigger tour groups cruise ship came ones booked tour private tour us feel rushed Clean air conditioned shuttle,Tours
115,Visayas,Cebu,snorkeling,Whale Shark Snorkeling w/ Tumalog Falls & Canyoneering in Kawasan,"Going to Oslob, Tumalog Falls, & Kawasaki Canyoneering was unexpectedly fun. The ride from our hotel was long as they pick you up early to get there by 6am. The crew was courteous and patient as we moved from each location to enjoy the sights and sounds. A good plus was the included breakfast and lunch (accommodated my allergy as well) they serve as it was a long day and our tour guide, Julie, went through the itinerary with my group so we knew what to expect as the day went on. The Canyoneering took us out physically because we walked most of the time, but there?ÅEEEEEEEE???ÅEEEEEEEEs options to take the motorcycle back and to zip-line for an extra cost if preferred. However, it was worth swimming, jumping, swinging and sliding down Kawasan canyon rocks. Our tour guide for that took pictures & videos for my group and helped us get through smoothly. Would recommend this adventure to anyone who wants a little bit of a challenge and to see the majestic falls & Oslob whale sharks up-close.",9210.82,5,28,6,https://www.tripadvisor.com.ph/AttractionProductReview-g298460-d17517007-Whale_Shark_Snorkeling_w_Tumalog_Falls_Canyoneering_in_Kawasan-Cebu_City_Cebu_Isla.html,Going Oslob Tumalog Falls Kawasaki Canyoneering unexpectedly fun ride hotel long pick early get 6am crew courteous patient moved location enjoy sights sounds good plus included breakfast lunch accommodated allergy well serve long day tour guide Julie went itinerary group knew expect day went Canyoneering took us physically walked time thereÅEEEEEEEEÅEEEEEEEEs options take motorcycle back zipline extra cost preferred However worth swimming jumping swinging sliding Kawasan canyon rocks tour guide took pictures videos group helped us get smoothly Would recommend adventure anyone wants little bit challenge see majestic falls Oslob whale sharks upclose,Water Activities
